label,shape_type,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28,a_29,a_30,a_31,a_32,a_33,a_34,a_35,a_36,a_37,a_38,a_39,a_40,a_41,a_42,a_43,a_44,a_45,a_46,a_47,a_48,a_49,a_50,a_51,a_52,a_53,a_54,a_55,a_56,a_57,a_58,a_59,a_60,a_61,a_62,a_63,a_64,a_65,a_66,a_67,a_68,a_69,a_70,a_71,a_72,a_73,a_74,a_75,a_76,a_77,a_78,a_79,a_80,a_81,a_82,a_83,a_84,a_85,a_86,a_87,a_88,a_89,a_90,a_91,a_92,a_93,a_94,a_95,a_96,a_97,a_98,a_99,a_100
1,lorentzian,0.064786,0.033648,0.049486,-0.072864,0.008185,-0.109730,0.079271,-0.176649,0.085627,0.069035,0.139699,0.019097,0.145460,-0.026647,0.168805,-0.031409,0.026962,0.013774,-0.047650,0.072910,-0.031515,-0.086249,0.082751,0.065279,0.055912,0.098154,0.143515,-0.018671,0.000392,0.082548,0.036803,0.251273,0.062968,0.168504,0.067261,0.178595,0.170961,0.215285,0.229111,0.150490,0.264147,0.341572,0.456486,0.505851,0.639077,0.705511,0.980894,1.054976,1.093344,0.933133,0.937969,0.771586,0.786508,0.809600,0.487212,0.449090,0.469409,0.245496,0.298710,0.283959,0.285118,0.202704,0.212688,0.184685,-0.036053,0.042468,0.302113,0.031804,0.185394,0.033812,0.070565,-0.014960,-0.023325,0.046320,0.115143,-0.004173,0.010854,0.092896,0.031646,0.042218,-0.041677,0.220737,0.097556,-0.066224,0.134432,0.110515,-0.045089,0.125239,-0.131026,0.065680,-0.019216,-0.203047,-0.018133,-0.124724,0.113512,0.061095,0.045396,-0.015029,0.058272,-0.035428,-0.180231
0,gaussian,-0.006628,-0.018379,-0.006839,0.007534,-0.006951,0.009016,0.018123,-0.014855,0.003360,-0.013333,-0.004972,0.021750,-0.010970,-0.020969,-0.026261,0.008580,-0.001116,-0.002935,0.017883,-0.022814,-0.002474,0.004226,-0.005753,0.010367,-0.010457,-0.008754,-0.000810,-0.017389,0.013727,0.011805,0.017175,-0.016753,0.000653,0.009873,0.024217,-0.030112,-0.005445,0.022851,0.015544,0.016534,0.002468,0.017468,0.001560,-0.010047,0.023653,0.029483,0.163518,0.453445,1.006825,1.763277,2.511895,2.927516,2.764771,2.125595,1.315020,0.672278,0.251295,0.080874,0.035636,-0.002729,0.001570,0.002846,-0.013285,0.016192,-0.004113,0.018744,0.006610,-0.010471,0.008976,0.008631,-0.006805,0.006012,0.004577,0.005710,0.003620,0.023930,0.016624,0.012484,0.029909,0.006401,0.004076,-0.007151,-0.002945,0.000635,0.010406,0.017874,0.004040,-0.000852,-0.009080,-0.013810,0.018192,-0.001678,-0.006087,-0.005198,0.012559,0.009453,0.018600,-0.008616,0.000451,-0.025981,0.020262
0,gaussian,0.018541,-0.010995,-0.020892,-0.011271,0.002131,-0.003437,-0.003481,0.003747,-0.023958,0.028686,0.006524,-0.006616,0.005280,-0.000619,0.008375,0.032014,-0.000620,0.030035,0.005672,0.013216,0.004463,0.005207,-0.001809,0.017209,0.009617,-0.005077,0.003677,0.035763,0.001580,-0.016248,0.001114,-0.002816,0.025863,0.008817,-0.033555,0.000645,-0.012013,-0.013166,0.004688,0.036571,-0.016801,-0.010477,0.057457,0.107623,0.252072,0.466485,0.866190,1.403156,2.018377,2.466045,2.679121,2.518310,2.068138,1.468768,0.929272,0.492655,0.241023,0.080888,0.052292,0.002081,-0.000435,-0.006480,-0.025744,0.000467,-0.004938,-0.009263,0.008425,-0.010604,0.014595,0.037378,-0.006702,-0.016229,-0.014302,0.012080,-0.015501,-0.005730,-0.000321,-0.003517,0.008471,0.015036,-0.003957,-0.008302,-0.007325,0.003513,0.015096,-0.000087,-0.011529,-0.000981,-0.012877,-0.013201,0.032035,-0.022107,0.019359,0.014957,-0.010210,-0.032924,0.014002,-0.008173,0.019765,0.031289,-0.023763
0,gaussian,0.001517,0.008484,0.007268,0.002348,0.002700,-0.013859,0.028624,0.004481,0.004767,0.014404,0.009742,0.003021,-0.003160,0.011264,0.017467,0.013712,-0.033499,-0.004985,-0.011148,0.014472,-0.002917,0.015056,0.008251,-0.029301,-0.007837,0.030751,-0.003813,-0.002347,-0.003638,0.018556,-0.012815,0.006626,-0.025086,-0.009257,-0.014198,-0.003619,-0.004028,-0.002210,0.011126,-0.006480,0.016627,0.034701,0.020326,0.089770,0.192250,0.382683,0.731516,1.155310,1.699578,2.281086,2.650818,2.759206,2.548858,2.171077,1.602966,1.065478,0.632220,0.342529,0.163844,0.047243,0.020005,0.009269,-0.011733,-0.000286,0.001099,-0.012389,0.008906,-0.020618,0.007182,0.002330,0.007916,0.017126,0.005577,0.022959,-0.000606,-0.003499,0.013500,0.009607,-0.008957,-0.004111,0.004731,-0.022620,0.023186,0.010816,0.006239,0.018446,0.020478,-0.009251,-0.003232,0.017931,0.000066,-0.009874,-0.001369,0.012949,-0.003201,-0.011842,0.010737,0.013561,0.007425,0.002559,0.021431
1,lorentzian,-0.016823,0.058181,0.088377,-0.012464,0.121225,0.055475,0.113561,-0.132156,0.120830,0.155539,0.033062,0.077372,0.055071,0.096646,0.105165,0.050076,0.014285,0.072913,-0.015040,0.105540,0.086899,0.131124,0.093665,0.124590,0.019285,0.222060,0.131128,0.176630,0.227163,0.209293,0.219617,0.217849,0.294815,0.364117,0.387545,0.470644,0.520784,0.614350,0.735064,0.873583,0.965654,1.171097,1.326047,1.377328,1.387365,1.139656,1.124050,0.861815,0.789505,0.671930,0.495336,0.459222,0.293809,0.422018,0.350866,0.301412,0.238314,0.252248,0.250519,0.143391,0.117648,0.150887,0.142517,0.127765,0.205843,0.236590,0.076904,0.010830,0.135970,0.090810,-0.049084,0.083429,0.104625,0.045264,0.116891,0.082207,0.074309,0.151987,-0.044875,0.043949,-0.006804,-0.010759,0.055873,0.020393,0.001330,0.061268,-0.010780,0.000749,-0.064163,-0.076746,0.008534,0.099358,0.042096,0.058915,-0.022409,-0.056707,0.001544,0.023237,-0.036741,-0.029581,0.120440
0,gaussian,-0.013752,0.007868,0.014614,-0.006788,-0.003518,-0.021431,-0.003598,0.012532,-0.008310,-0.003525,0.009109,0.027149,-0.006117,0.009116,0.013361,-0.002074,0.011929,0.013260,0.009123,-0.024931,0.011397,0.012199,0.003586,0.000369,-0.028988,0.001786,-0.009032,-0.032105,0.005582,-0.008977,-0.015112,0.003772,-0.007186,0.006143,-0.011420,0.011591,-0.007213,0.004907,-0.005727,0.015002,-0.016226,0.007464,0.031044,0.128490,0.365126,0.801098,1.421686,2.070543,2.487607,2.421970,1.878271,1.202752,0.632773,0.268023,0.084503,0.009367,0.027480,0.003439,-0.008743,0.004408,0.026589,0.000082,-0.020340,-0.000923,0.003018,-0.033300,0.035820,0.007735,0.004490,0.009132,0.022535,-0.005848,0.004168,0.008433,0.001150,-0.001561,-0.016910,0.012018,0.000080,-0.011293,0.006621,-0.020050,0.026563,0.016684,0.013785,0.013934,0.012877,-0.021025,-0.006767,-0.011649,-0.015049,0.006587,0.020015,0.012203,0.008474,0.016130,0.002058,0.000122,-0.002315,0.004955,0.017523
1,lorentzian,0.015650,0.088216,0.004031,-0.035914,-0.056324,0.057146,0.024453,-0.007752,0.010559,0.022312,0.023051,-0.012289,-0.036430,0.076160,-0.176874,-0.008089,-0.000549,0.231798,-0.083715,0.110683,0.045968,-0.000075,0.064329,0.170453,0.050424,0.042277,0.001844,0.087527,0.010522,-0.032278,-0.113956,0.063025,-0.137811,0.103779,0.073414,-0.106520,0.045282,-0.124500,0.181437,0.251847,0.185429,0.393499,-0.024195,0.073271,0.255170,0.188454,0.279722,0.468259,0.396203,0.563830,0.555052,0.584769,1.039741,1.169793,1.200951,1.404652,1.275574,1.190600,1.190580,1.015517,0.646056,0.710761,0.559074,0.407061,0.319026,0.303106,0.450228,0.229612,0.158412,0.388610,0.134767,0.107693,0.069731,0.094255,0.203410,0.222016,0.204784,0.104610,-0.142429,0.158316,0.139785,0.010109,0.001949,0.005926,-0.005293,-0.001916,0.223824,-0.268622,-0.006104,-0.028055,0.096225,0.137398,0.019050,0.060035,0.078395,0.070026,0.174380,-0.072763,0.033931,0.034643,-0.138911
0,gaussian,-0.002139,0.030913,0.004256,0.019982,-0.002323,-0.001037,0.011348,0.012406,-0.001699,-0.035580,-0.002510,0.010299,0.000353,0.006855,0.004065,-0.021563,0.013266,-0.008717,-0.007537,0.008880,-0.010994,0.003933,-0.012860,-0.002818,-0.005612,-0.006942,-0.012269,-0.000678,0.001823,0.013914,-0.008622,0.000792,0.033168,0.005888,0.007253,0.006511,-0.025609,-0.003664,-0.032147,0.012975,0.025733,-0.007036,0.030393,-0.002424,0.028372,0.136782,0.296412,0.634399,1.171508,1.784758,2.421658,2.828868,2.864336,2.509650,1.888681,1.219628,0.716535,0.387201,0.158352,0.062075,0.011416,0.000907,-0.019762,0.009507,-0.001999,0.019359,-0.015581,0.020501,-0.004658,-0.009183,-0.007259,-0.009151,-0.031380,0.009607,0.011635,0.019212,0.010598,0.009857,-0.025222,0.002751,-0.017028,-0.004194,0.020986,0.000484,-0.039274,-0.015050,-0.008528,-0.003391,0.014095,0.012574,0.012204,0.003491,-0.004434,-0.005435,0.006493,0.014034,0.023330,0.001407,0.004430,0.022321,-0.016332
1,lorentzian,-0.101451,0.160899,0.067995,-0.006225,0.041794,0.011673,-0.002360,0.052745,-0.037596,0.078787,0.023645,0.120371,0.036460,0.100138,0.170952,-0.017981,0.168124,-0.056257,-0.039517,0.047966,-0.058527,0.128141,-0.064945,0.102508,0.015421,-0.055321,0.065105,0.214404,0.037318,0.082641,0.123181,0.023492,0.094799,0.263560,0.049792,0.035367,0.311473,0.193081,0.217144,0.166641,0.229153,0.261134,0.443533,0.342382,0.494964,0.518306,0.448448,0.620622,0.901769,1.063314,1.222562,1.167802,0.969286,0.804620,0.780318,0.650083,0.497651,0.250672,0.300580,0.189287,0.244754,0.326639,0.138318,0.168956,0.111764,0.195330,0.103663,0.041395,0.089233,0.181370,0.051952,0.107042,-0.059906,0.146657,0.090441,-0.020143,0.027112,-0.027767,0.113522,0.031895,-0.044552,0.205186,0.024164,0.070024,-0.131140,-0.029451,0.058566,-0.022631,-0.011259,-0.108392,0.006489,0.088088,0.021842,0.069625,0.009683,0.072688,-0.010012,0.027456,0.007117,0.184998,0.031878
1,lorentzian,0.140943,0.214681,0.079307,0.062923,0.127042,0.100541,-0.039118,0.072951,0.045860,-0.006339,0.095483,-0.040248,-0.022714,0.065662,0.035567,0.007485,-0.017075,-0.048856,0.034241,0.069273,0.137549,0.054152,0.097185,0.050587,-0.007877,-0.122300,-0.092266,0.101546,-0.040467,0.166548,0.064840,0.204013,0.164716,-0.005111,-0.004935,-0.033567,-0.063771,0.106186,-0.049055,0.211875,0.018444,0.187689,0.005945,0.097421,-0.011473,0.146149,0.231429,0.093063,0.242643,0.355530,0.595811,0.317862,0.505880,0.617900,0.786194,1.025196,1.221781,0.786488,1.191114,1.100691,0.858417,0.683817,0.596804,0.610767,0.376762,0.186965,0.416171,0.403754,0.208562,0.239444,0.065236,0.196199,0.248869,0.001257,0.206267,0.122980,0.132015,0.116570,0.046737,-0.039301,-0.025776,0.012013,-0.149524,0.040771,-0.110102,0.167281,0.033562,0.121457,0.078953,0.179248,-0.119093,-0.085530,0.189064,-0.029635,0.130172,0.162696,-0.059981,0.012041,0.080142,-0.007218,0.035551
0,gaussian,-0.029934,-0.007248,0.006686,-0.004669,0.001676,0.000632,0.014196,0.015280,0.007615,-0.011490,0.010230,-0.026660,0.000542,-0.006640,0.011354,0.014140,0.000111,0.006003,0.003204,0.013285,0.026274,0.004850,-0.011556,0.021510,-0.002738,-0.006746,0.013022,0.007117,-0.001868,-0.012151,0.015301,0.009418,-0.004872,0.005318,0.000042,0.031650,0.015335,0.016345,0.007837,-0.016068,0.002761,0.059131,0.103726,0.361156,0.699606,1.234496,1.906837,2.483304,2.759977,2.664426,2.148640,1.529937,0.928105,0.478706,0.190586,0.082935,0.023520,0.027108,0.000540,0.005886,0.003714,0.007382,-0.000926,-0.009554,0.011201,0.004098,0.007920,0.037936,0.026156,0.008781,0.043674,-0.017976,0.039005,-0.000997,0.012780,0.003487,0.007409,-0.010757,-0.013287,-0.016683,-0.017443,-0.023815,-0.009930,-0.043309,0.007528,-0.016685,-0.023955,-0.002682,-0.039341,-0.029047,0.008063,0.009244,0.002453,-0.007421,0.008108,-0.010441,-0.006376,0.004540,0.032409,0.020467,-0.002063
0,gaussian,-0.002651,-0.003562,-0.007175,-0.005505,-0.004127,0.014799,0.020196,0.004589,-0.000177,0.007872,0.021375,-0.016591,0.005024,-0.002393,0.017551,-0.024614,-0.009882,-0.009161,0.001097,-0.006255,0.006303,0.007594,0.014583,0.010307,-0.038592,0.014557,0.013536,0.006074,-0.015439,-0.023241,0.006103,0.004825,-0.002832,0.001346,0.021504,0.013012,-0.030557,-0.001073,-0.011854,-0.030954,0.013427,0.003702,0.014456,0.024614,0.072180,0.271242,0.640083,1.239277,1.930518,2.458926,2.553068,2.129073,1.435623,0.785878,0.342983,0.140059,0.043680,0.021860,0.001186,-0.008399,-0.017512,-0.017294,0.009013,0.008968,-0.008197,0.010635,-0.011106,-0.022245,-0.007066,-0.009922,0.010145,-0.011130,-0.000532,0.002067,-0.000193,-0.028402,0.000034,-0.001783,0.022083,-0.009639,0.009877,0.018611,-0.007750,0.007869,0.004191,-0.001690,0.005632,0.010480,0.015038,0.016826,-0.021457,0.003800,0.015449,0.011640,-0.017645,0.009617,0.000429,0.016519,-0.014160,0.004026,-0.011033
1,lorentzian,-0.071553,0.020290,-0.147610,0.138768,-0.014859,-0.011604,-0.077892,-0.084417,0.106233,0.112126,0.113718,-0.008899,0.022757,0.120298,0.022687,0.072868,-0.048094,-0.069860,-0.010343,0.057853,0.043419,0.031937,0.243982,0.046877,0.025212,-0.070374,0.034365,0.145520,0.099574,0.054197,0.223665,0.270945,0.239459,0.148502,0.246374,0.322848,0.290261,0.442173,0.409584,0.423401,0.683131,0.903338,1.049813,1.296217,1.390413,1.368050,1.153104,1.008145,0.848314,0.575382,0.508043,0.435059,0.409227,0.313748,0.393272,0.201951,0.206114,0.159084,0.252649,0.278244,0.102287,-0.013225,-0.035243,-0.046241,0.047047,0.085588,-0.005794,0.020606,-0.091241,0.012664,-0.073539,-0.006543,-0.057341,0.132823,0.035225,-0.016538,0.020516,-0.052433,0.065485,0.158498,0.089282,0.133415,0.136929,0.006855,0.064021,0.106939,-0.055552,-0.003167,0.106937,-0.027292,0.066757,0.067824,0.073714,-0.091375,0.035091,-0.081210,-0.041488,0.031075,-0.013347,-0.040748,-0.118678
0,gaussian,0.023753,-0.010869,0.004951,0.007299,-0.012877,-0.006605,0.002795,0.001962,0.017352,0.000682,-0.016133,-0.000848,0.017063,-0.021632,0.003332,-0.026851,0.013049,0.004386,-0.007578,-0.010111,-0.022353,-0.010093,-0.002890,-0.005012,0.006571,-0.005978,-0.000648,0.008571,0.001139,-0.003926,-0.006175,0.008874,-0.014630,0.001147,0.003682,-0.024858,0.013088,0.003860,0.001252,-0.004207,0.017700,0.003012,0.022171,-0.011106,0.049075,0.105649,0.294711,0.580761,1.057832,1.643346,2.234519,2.693238,2.755603,2.502829,1.958202,1.330707,0.803378,0.413293,0.179039,0.068636,0.033185,0.018978,-0.004934,-0.005030,-0.004128,-0.006652,0.004588,-0.005089,-0.004517,-0.017306,0.013967,0.002531,0.004443,-0.004393,0.014542,-0.009676,0.004082,0.002957,0.004450,-0.000726,-0.018164,-0.019095,0.010243,0.011166,-0.004923,-0.001217,-0.010552,-0.021209,-0.001320,-0.000680,0.008927,-0.007393,0.011179,0.010016,-0.007589,0.012367,-0.000691,0.001552,-0.002199,-0.005111,0.014843
1,lorentzian,0.024610,-0.012214,0.002230,0.073777,0.084163,0.046977,-0.044288,0.030970,0.019658,-0.016815,0.084129,-0.030769,0.016899,-0.045204,0.079073,0.040102,-0.003315,-0.020230,0.032485,-0.012720,0.028180,-0.070311,-0.049059,0.160932,0.066150,-0.021753,0.046119,0.123090,0.139797,0.148169,0.104917,0.055610,0.010192,0.124020,0.094205,0.089338,0.162370,0.163101,0.048367,0.100025,0.003424,0.054317,0.180898,0.230372,0.281126,0.299036,0.152298,0.459465,0.586885,0.543171,0.774639,0.864215,0.993437,1.089031,1.032436,0.883025,0.715780,0.602393,0.569689,0.436898,0.333384,0.351611,0.264449,0.133856,0.192568,0.108463,0.219589,0.174648,0.004919,0.003155,0.102711,0.009782,0.089408,0.108681,0.040059,-0.062485,0.024776,0.089418,0.054067,-0.069602,0.074016,0.070957,0.024827,0.134160,0.022120,0.030731,0.104166,0.052352,0.026497,-0.022306,-0.016188,0.090689,0.041795,-0.072542,-0.012226,0.026116,0.004308,0.097779,-0.022581,0.037260,-0.030585
1,lorentzian,0.147197,0.214878,0.120403,0.092207,0.035145,-0.095052,0.110225,0.132065,-0.026125,0.037143,-0.171452,-0.002166,-0.002349,0.088190,0.108212,0.007220,-0.103453,-0.040843,0.136280,0.115247,-0.002391,0.024140,0.131784,0.016951,0.095952,0.155528,0.050529,-0.021073,-0.036315,-0.032725,-0.095990,0.002421,0.183371,0.121951,0.149336,0.158696,0.170705,0.274325,0.180831,-0.156309,0.405928,0.187698,0.409695,0.243918,0.472590,0.692938,0.626777,0.794684,0.995208,0.855757,0.853813,1.060854,0.996583,0.685322,0.701013,0.466602,0.436043,0.407817,0.323156,0.205175,0.186569,0.040266,0.160504,0.245463,0.074213,0.134408,0.079821,0.115027,-0.036284,-0.039426,-0.062074,0.071074,0.144091,-0.036216,0.046350,0.139279,0.195752,-0.057529,-0.035120,-0.034825,-0.028366,-0.174716,0.008089,0.120207,-0.005902,0.035809,0.113933,0.149664,-0.022854,-0.020362,0.061591,-0.024814,-0.015935,0.006509,-0.018025,-0.039543,0.056857,0.104314,0.066434,-0.001665,0.035399
0,gaussian,0.004804,-0.016954,-0.007064,-0.009982,0.016013,-0.007707,0.009297,0.037514,0.023567,-0.008197,-0.006465,0.008497,-0.031140,-0.016088,0.009199,-0.002320,0.036113,-0.011541,-0.019536,-0.016602,0.000262,-0.003001,0.041622,-0.007448,0.001016,0.016500,-0.002015,0.010369,0.007370,0.015624,-0.026273,0.015076,-0.002581,0.003493,-0.007216,0.030961,-0.038202,0.026115,-0.012658,0.028653,0.023638,0.023812,0.038005,0.126499,0.242461,0.604898,1.193588,1.921580,2.401035,2.509758,2.057697,1.358068,0.722136,0.307548,0.085210,0.041500,0.023164,0.019226,-0.011493,0.005770,0.000099,0.012905,0.008302,0.001685,-0.034680,-0.003109,0.002069,-0.012966,-0.005023,-0.024246,-0.005992,0.009440,0.038986,-0.018899,-0.000447,-0.017943,-0.001727,-0.004175,0.015543,0.018179,0.003038,-0.002137,0.022142,0.003355,0.028299,-0.030494,0.033255,-0.011528,-0.020274,-0.000835,-0.021717,0.010617,-0.008634,0.005363,-0.018239,-0.004151,0.001809,-0.003516,0.029702,0.010932,0.003801
1,lorentzian,-0.028338,-0.061051,-0.080648,0.022451,0.080698,0.009092,-0.069761,-0.014813,-0.148730,0.083124,0.072040,-0.050262,0.022431,0.033169,0.006428,0.078968,0.144202,0.114462,0.106283,0.016376,0.075916,0.090863,0.020838,0.095646,-0.072307,0.037102,0.028927,0.024459,0.063298,0.062839,-0.037172,0.036962,0.019226,0.117040,0.027846,0.100426,0.011117,0.219603,0.013590,0.139999,0.071230,0.176426,0.255373,0.263418,0.156182,0.283624,0.285695,0.390232,0.449482,0.699334,0.934659,1.139630,0.948270,1.118234,0.975233,0.881299,0.871569,0.667008,0.485523,0.415535,0.342827,0.311452,0.179149,0.234469,0.070050,0.070709,-0.016406,0.079976,0.193617,-0.053656,-0.007631,0.255174,0.079500,0.066752,0.117132,0.014812,0.002787,0.298448,0.043465,0.108761,-0.116467,-0.092712,-0.102370,0.238664,-0.053761,0.059121,-0.006265,0.072960,0.033936,0.145496,-0.060706,0.179051,-0.112097,0.078533,0.045296,0.004169,-0.127112,0.181785,0.134892,0.016351,0.064853
1,lorentzian,-0.008408,0.055277,0.060902,-0.058953,0.047726,0.101533,-0.027716,0.000913,-0.018333,0.004114,-0.064337,0.064091,0.038632,-0.087383,0.053024,0.044342,0.054694,0.001894,0.042795,0.061278,0.140089,0.085308,0.042431,0.066780,0.071490,0.119971,0.016273,0.145435,0.110107,0.041203,0.122055,0.114079,0.037850,0.109206,0.196170,0.158980,0.150502,0.282942,0.332886,0.360795,0.441188,0.513453,0.507463,0.616005,0.718381,0.978795,1.086037,1.150979,1.406692,1.325665,1.330771,1.078697,0.917224,0.758256,0.603636,0.560854,0.452394,0.464256,0.328923,0.233573,0.221786,0.122048,0.151068,0.187401,0.163856,0.165232,0.118817,0.164949,0.141432,0.131122,0.276452,0.128933,-0.029586,0.116584,0.056178,0.230751,0.011658,0.058623,0.034932,0.031654,0.015795,-0.046150,0.042902,0.023833,0.103024,0.026875,0.043609,0.086760,0.084158,-0.027708,-0.015861,0.064688,-0.052334,-0.094903,-0.067689,0.107902,-0.008039,0.008702,-0.082026,0.085923,0.126790
0,gaussian,0.018851,-0.033967,-0.019707,0.037570,-0.032576,-0.007434,-0.019455,-0.017703,-0.040637,0.012050,0.006593,0.029990,-0.020474,0.005056,0.000828,-0.002935,-0.008652,-0.023446,-0.001757,-0.006623,-0.007814,-0.023286,-0.006799,0.010188,-0.023607,0.008768,-0.009274,-0.008411,0.005588,0.012655,-0.002228,-0.000574,-0.023127,-0.017581,-0.032147,-0.023272,0.031820,0.029211,-0.023480,0.011575,-0.006371,-0.009006,0.018094,0.019621,0.008326,0.078124,0.208432,0.494281,0.895349,1.525623,2.097659,2.493640,2.524078,2.195900,1.586513,0.964058,0.526392,0.221607,0.072400,-0.004553,0.021367,-0.020236,0.028354,0.016789,0.002192,0.004593,-0.011718,-0.005130,-0.032918,-0.004708,-0.032904,0.011099,-0.001369,-0.013985,-0.001079,0.018989,-0.012438,0.003013,-0.010719,0.001051,0.000369,0.029356,-0.007302,0.019172,-0.021228,0.001647,-0.026585,-0.052097,-0.007305,-0.009257,-0.018545,-0.016175,0.026846,-0.013335,0.007465,0.018269,0.021803,-0.014960,-0.023979,0.025308,-0.003138
1,lorentzian,-0.137698,0.063233,-0.054678,0.036219,0.020301,0.063262,-0.004297,-0.089871,-0.036964,-0.026411,-0.010605,0.105688,0.011741,0.160264,0.171952,-0.084116,-0.080793,0.016966,0.177309,0.038734,0.018397,-0.000816,0.168984,0.017540,0.025740,-0.031161,0.084085,0.134888,0.003904,0.159762,0.031123,0.083178,0.079442,0.089062,0.081686,0.244236,0.234116,0.193720,0.254242,0.157144,0.386683,0.322015,0.539320,0.701595,0.779297,0.957781,1.007502,1.043355,1.183135,1.077857,1.146235,0.933107,0.825683,0.626694,0.533274,0.559536,0.374591,0.474490,0.384201,0.222506,0.335469,0.047335,0.231409,0.046926,-0.033715,0.128267,0.098063,-0.031880,-0.019648,0.011684,-0.006589,0.075357,-0.231431,0.092658,0.116972,-0.063071,-0.002602,0.053932,0.026949,0.025453,0.163079,0.195844,0.043951,-0.049129,0.086428,0.064083,-0.045736,-0.036325,0.082772,0.158349,-0.035150,-0.187961,-0.033543,-0.078336,0.080198,-0.098491,-0.035786,0.016110,0.060107,-0.089454,-0.085650
0,gaussian,-0.004184,0.001615,0.018013,-0.019599,0.001439,-0.000691,-0.005130,-0.015677,-0.005055,0.037277,-0.007282,-0.008415,-0.018335,0.010755,-0.008041,-0.001596,-0.017099,-0.014520,-0.009935,-0.001233,0.011849,0.013192,0.024725,0.007478,0.026336,0.015588,0.005309,0.004241,-0.019243,-0.015027,-0.023575,0.019126,0.006012,0.010337,0.014433,-0.002946,-0.000474,-0.005374,0.004550,-0.004369,0.005405,-0.006755,0.003285,0.039737,0.133942,0.373418,0.856608,1.640446,2.383983,2.822460,2.643571,1.973592,1.186281,0.571678,0.207196,0.053749,0.012341,0.003405,0.010534,-0.014295,-0.011256,-0.020635,-0.002077,-0.018618,0.008000,0.016000,0.003687,0.010867,-0.027995,0.005339,0.004742,-0.010570,-0.052986,0.001251,0.005439,0.035902,0.003643,-0.002712,-0.015980,0.001496,0.019188,0.015942,-0.005703,-0.017862,0.009446,0.034277,-0.014037,0.009508,0.013936,-0.002027,-0.005755,0.004787,0.005282,0.009682,-0.001816,-0.004554,0.011136,-0.024746,0.016272,0.005054,-0.004727
0,gaussian,-0.010788,-0.018866,-0.009806,-0.004907,0.021755,-0.016123,0.001234,0.038777,0.002622,0.009207,-0.023031,-0.018776,0.008272,0.004167,0.031662,0.015376,-0.000446,-0.002803,-0.012424,-0.003045,-0.011832,0.010296,0.037687,-0.007945,-0.011871,0.008558,0.035330,0.006975,0.042685,0.043026,-0.028729,-0.003852,0.029611,-0.002172,0.024890,-0.011361,-0.014233,0.017460,-0.017246,0.009932,-0.019102,0.026767,-0.003747,0.072440,0.151776,0.370850,0.692077,1.228638,1.778680,2.379943,2.797174,2.955968,2.747641,2.280928,1.662525,1.099015,0.665298,0.333781,0.134914,0.049417,0.043968,0.004693,0.023724,-0.006902,0.028620,-0.041157,-0.022657,0.009617,-0.009869,0.000798,-0.006925,-0.016989,-0.003299,0.007367,-0.022495,-0.020533,0.021498,-0.015000,-0.003410,0.004485,-0.004276,-0.008629,0.005528,0.005714,-0.004371,0.026440,0.011628,-0.039114,0.001323,0.020598,-0.010032,-0.008873,0.041361,-0.022007,-0.010061,0.008551,-0.000022,0.006069,0.000336,-0.012268,-0.012070
1,lorentzian,0.060629,0.242471,-0.059139,-0.098555,0.052763,0.103986,0.022749,0.177049,0.151553,-0.036287,-0.124961,0.237993,-0.006493,0.148931,-0.035414,-0.092240,-0.092854,0.009133,0.016716,0.043165,0.000672,0.060454,-0.077248,0.145480,-0.109201,0.034447,0.006605,0.046745,-0.158057,-0.012787,-0.043809,0.231228,0.203943,-0.027970,0.148417,0.052085,0.164227,0.105562,0.116496,0.149922,0.200292,0.303135,0.178628,0.408108,0.387659,0.251211,0.552646,0.491655,0.654334,0.858455,1.159998,1.266534,1.424134,1.615562,1.266947,1.187889,0.934226,0.864314,0.828189,0.574777,0.513074,0.515127,0.149954,0.242448,0.392409,0.199500,-0.033104,-0.012764,0.229306,0.219485,0.096248,-0.028220,0.260813,0.052764,0.124769,-0.009609,0.131978,-0.038409,0.043460,0.061737,0.023773,-0.063088,0.043765,0.208576,0.022044,0.116662,-0.038115,0.062718,0.094750,-0.049921,0.000296,0.082060,-0.049979,0.025420,0.144189,0.012129,0.075608,0.085389,0.008974,0.001234,-0.120244
